citation,term,chief,case_name,lean,maj_votes,min_votes,issue,issue_description
393 U.S. 87,1968,Warren,BALTIMORE & OHIO RAILROAD CO. et al. v. ABERDEEN & ROCKFISH RAILROAD CO. et al.,conservative,9,0,80220,federal or state regulation of transportation regulation: railroad
393 U.S. 97,1968,Warren,EPPERSON et al. v. ARKANSAS,liberal,9,0,30170,establishment of religion (other than as pertains to parochiaid:)
394 U.S. 1,1968,Warren,UNITED STATES v. LOUISIANA et al. (TEXAS BOUNDARY CASE),liberal,6,1,100040,Submerged Lands Act (cf. federal-state ownership dispute)
394 U.S. 100,1968,Warren,BLACK UNITY LEAGUE OF KENTUCKY et al. v. MILLER et al.,conservative,8,1,90180,"no merits: adequate non-federal grounds for decision
Note: use only if the syllabus or the summary holding specifies one of the following bases."
394 U.S. 103,1968,Warren,"GOLDEN, ACTING DISTRICT ATTORNEY OF KINGS COUNTY v. ZWICKLER",conservative,9,0,90260,standing to sue: live dispute
394 U.S. 11,1968,Warren,UNITED STATES v. LOUISIANA et al. (LOUISIANA BOUNDARY CASE),liberal,5,2,100040,Submerged Lands Act (cf. federal-state ownership dispute)
394 U.S. 111,1968,Warren,GREGORY et al. v. CITY OF CHICAGO,liberal,9,0,30150,protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees
394 U.S. 131,1968,Warren,CITIZEN PUBLISHING CO. et al. v. UNITED STATES,liberal,7,1,80010,antitrust (except in the context of mergers and union antitrust)
394 U.S. 147,1968,Warren,SHUTTLESWORTH v. CITY OF BIRMINGHAM,liberal,8,0,30150,protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees
394 U.S. 165,1968,Warren,ALDERMAN et al. v. UNITED STATES,conservative,5,3,10050,search and seizure (other than as pertains to vehicles or Crime Control Act)
394 U.S. 217,1968,Warren,KAUFMAN v. UNITED STATES,conservative,5,3,10020,habeas corpus
394 U.S. 244,1968,Warren,DESIST et al. v. UNITED STATES,liberal,5,3,10040,retroactivity (of newly announced or newly enacted constitutional or statutory rights)
394 U.S. 280,1968,Warren,KAISER v. NEW YORK,liberal,6,3,10040,retroactivity (of newly announced or newly enacted constitutional or statutory rights)
394 U.S. 286,1968,Warren,"HARRIS, U.S. DISTRICT JUDGE (WALKER, REAL PARTY IN INTEREST) v. NELSON, WARDEN",conservative,5,4,10160,"discovery and inspection (in the context of criminal litigation only, otherwise Freedom of Information Act and related federal or state statutes or regulations)"
394 U.S. 310,1968,Warren,GIORDANO v. UNITED STATES,liberal,8,1,10050,search and seizure (other than as pertains to vehicles or Crime Control Act)
394 U.S. 316,1968,Warren,TAGLIANETTI v. UNITED STATES,conservative,8,0,10050,search and seizure (other than as pertains to vehicles or Crime Control Act)
394 U.S. 324,1968,Warren,OROZCO v. TEXAS,liberal,6,2,10100,Miranda warnings
394 U.S. 332,1968,Warren,SNYDER v. HARRIS et al.,conservative,7,2,90110,"Federal Rules of Civil Procedure including Supreme Court Rules, application of the Federal Rules of Evidence, Federal Rules of Appellate Procedure in civil litigation, Circuit Court Rules, and state rules and admiralty rules"
394 U.S. 358,1968,Warren,"HADNOTT et al. v. AMOS, SECRETARY OF STATE OF ALABAMA, et al.",liberal,6,2,20020,"Voting Rights Act of 1965, plus amendments"
394 U.S. 369,1968,Warren,BROTHERHOOD OF RAILROAD TRAINMEN et al. v. JACKSONVILLE TERMINAL CO.,conservative,4,3,70150,labor-management disputes: secondary activity
394 U.S. 399,1968,Warren,In re HERNDON,liberal,6,2,90420,"judicial administration: extraordinary relief (e.g., mandamus, injunction)
Note: jurisdiction of the federal courts or of the Supreme Court"
394 U.S. 404,1968,Warren,"FEDERAL MARINE TERMINALS, INC. v. BURNSIDE SHIPPING CO., LTD.",liberal,9,0,80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages"
394 U.S. 423,1968,Warren,SCOFIELD et al. v. NATIONAL LABOR RELATIONS BOARD et al.,liberal,7,1,70060,union-union member dispute (except as pertains to union or closed shop)
394 U.S. 437,1968,Warren,CARDINALE v. LOUISIANA,conservative,9,0,90170,"no merits: dismissed or affirmed for want of jurisdiction (cf. judicial administration: Supreme Court jurisdiction or authority on appeal from federal district courts or courts of appeals)
Note: use only if the syllabus or the summary holding specifies one of the following bases."
394 U.S. 440,1968,Warren,FOSTER v. CALIFORNIA,conservative,5,4,10150,"line-up
Note: admissibility into evidence of identification obtained after accused was taken into custody, or after indictment or information"
394 U.S. 459,1968,Warren,MCCARTHY v. UNITED STATES,liberal,9,0,10030,plea bargaining: the constitutionality of and/or the circumstances of its exercise
394 U.S. 478,1968,Warren,"BOULDEN v. HOLMAN, WARDEN",conservative,8,0,10010,involuntary confession
394 U.S. 489,1968,Warren,GREGG v. UNITED STATES,conservative,9,0,10370,"Federal Rules of Criminal Procedure
Note: including application of the Federal Rules of Evidence in criminal proceedings and criminal rules of a court of appeals or state supreme court"
394 U.S. 495,1968,Warren,"FORTNER ENTERPRISES, INC. v. UNITED STATES STEEL CORP. et al.",conservative,5,4,80010,antitrust (except in the context of mergers and union antitrust)
394 U.S. 526,1968,Warren,"KIRKPATRICK, SECRETARY OF STATE OF MISSOURI, et al. v. PREISLER et al.",conservative,6,3,20090,reapportionment: other than plans governed by the Voting Rights Act
394 U.S. 542,1968,Warren,"WELLS v. ROCKEFELLER, GOVERNOR OF NEW YORK, et al.",conservative,6,3,20090,reapportionment: other than plans governed by the Voting Rights Act
394 U.S. 557,1968,Warren,STANLEY v. GEORGIA,liberal,9,0,30190,"obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment"
394 U.S. 575,1968,Warren,ROLLERSON v. UNITED STATES,conservative,6,3,10020,habeas corpus
394 U.S. 576,1968,Warren,STREET v. NEW YORK,liberal,5,4,30150,protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees
394 U.S. 618,1968,Warren,"SHAPIRO, COMMISSIONER OF WELFARE OF CONNECTICUT v. THOMPSON",conservative,6,3,20180,"poverty law, constitutional
Note: typically equal protection challenges over welfare benefits, including pension and medical benefits"
394 U.S. 678,1968,Warren,UNITED STATES v. SKELLY OIL CO.,conservative,6,3,120010,"federal taxation, typically under provisions of the Internal Revenue Code
Note: except as pertains to federal taxation of gifts or priority of federal fiscal claims"
394 U.S. 700,1968,Warren,"NORFOLK MONUMENT CO., INC. v. WOODLAWN MEMORIAL GARDENS, INC., et al.",liberal,6,3,80010,antitrust (except in the context of mergers and union antitrust)
394 U.S. 705,1968,Warren,WATTS v. UNITED STATES,liberal,5,4,30010,"First Amendment, miscellaneous (cf. comity: First Amendment)"
394 U.S. 721,1968,Warren,DAVIS v. MISSISSIPPI,liberal,6,2,10050,search and seizure (other than as pertains to vehicles or Crime Control Act)
394 U.S. 731,1968,Warren,"FRAZIER v. CUPP, WARDEN",conservative,8,0,10220,extra-legal jury influences: jury instructions (not necessarily in criminal cases)
394 U.S. 741,1968,Warren,"BINGLER, DISTRICT DIRECTOR OF INTERNAL REVENUE v. JOHNSON et al.",liberal,8,1,120010,"federal taxation, typically under provisions of the Internal Revenue Code
Note: except as pertains to federal taxation of gifts or priority of federal fiscal claims"
394 U.S. 759,1968,Warren,NATIONAL LABOR RELATIONS BOARD v. WYMAN-GORDON CO.,liberal,7,2,90120,judicial review of administrative agency's or administrative official's actions and procedures
394 U.S. 784,1968,Warren,UNITED STATES v. AN ARTICLE OF DRUG . . . BACTO-UNIDISK . . . .,liberal,8,1,80170,"federal or state consumer protection: typically under the Truth in Lending; Food, Drug and Cosmetic; and Consumer Protection Credit Acts"
394 U.S. 802,1968,Warren,MCDONALD et al. v. BOARD OF ELECTION COMMISSIONERS OF CHICAGO et al.,conservative,9,0,20010,voting
394 U.S. 814,1968,Warren,"MOORE et al. v. OGILVIE, GOVERNOR OF ILLINOIS, et al.",conservative,7,2,20030,ballot access (of candidates and political parties)
394 U.S. 823,1968,Warren,"KRAMER v. CARIBBEAN MILLS, INC.",conservative,8,0,90320,"judicial administration: jurisdiction or authority of federal district courts or territorial courts
Note: jurisdiction of the federal courts or of the Supreme Court (cf. no merits: dismissed for want of jurisdiction)"
394 U.S. 831,1968,Warren,HALLIDAY v. UNITED STATES,conservative,7,2,10040,retroactivity (of newly announced or newly enacted constitutional or statutory rights)
394 U.S. 836,1968,Warren,UNITED STATES v. LOUISIANA et al. (TEXAS BOUNDARY CASE),liberal,7,0,100040,Submerged Lands Act (cf. federal-state ownership dispute)
394 U.S. 847,1968,Warren,ROBINSON et al. v. JOHNSON et al.,conservative,7,2,20180,"poverty law, constitutional
Note: typically equal protection challenges over welfare benefits, including pension and medical benefits"
394 U.S. 848,1968,Warren,"MONTGOMERY, DIRECTOR, CALIFORNIA DEPARTMENT OF SOCIAL WELFARE, et al. v. BURNS et al.",conservative,7,2,20180,"poverty law, constitutional
Note: typically equal protection challenges over welfare benefits, including pension and medical benefits"
394 U.S. 97,1968,Warren,BOKULICH et al. v. JURY COMMISSION OF GREENE COUNTY et al.,conservative,9,0,90020,"comity: criminal procedure
Note: propriety of federal court deference to ongoing state judicial or state or federal quasi-judicial proceedings, the abstention doctrine, exhaustion of state provided remedies"
395 U.S. 1,1968,Warren,UNITED STATES v. KING,conservative,8,0,90360,"judicial administration: jurisdiction or authority of the Court of Claims
Note: jurisdiction of the federal courts or of the Supreme Court"
395 U.S. 100,1968,Warren,"ZENITH RADIO CORP. v. HAZELTINE RESEARCH, INC., et al.",conservative,7,1,80180,patents and copyrights: patent
395 U.S. 147,1968,Warren,FRANK v. UNITED STATES,liberal,5,3,10080,contempt of court or congress
395 U.S. 164,1968,Warren,CRANE v. CEDAR RAPIDS & IOWA CITY RAILWAY CO.,conservative,5,3,80050,election of remedies: legal remedies available to injured persons or things
395 U.S. 169,1968,Warren,"SULLIVAN, TAX COMMISSIONER OF CONNECTICUT, et al. v. UNITED STATES et al.",conservative,8,0,100110,"national supremacy: state tax (cf. state tax)
Note: in the context of federal-state conflicts involving the general welfare, supremacy, or interstate commerce clauses, the 11th or 21st Amendments, or the enforcement clause of the 14th Amendment. Distinguishable from federal pre-emption because of a constitutional basis for decision."
395 U.S. 185,1968,Warren,MCKART v. UNITED STATES,liberal,8,0,20230,"military: draftee, or person subject to induction
Note: cf. conscientious objectors and comity: military"
395 U.S. 208,1968,Warren,PEREZ v. CALIFORNIA.,conservative,7,1,90150,"no merits: writ improvidently granted
Note: use only if the syllabus or the summary holding specifies one of the following bases."
395 U.S. 209,1968,Warren,MATTIELLO v. CONNECTICUT.,conservative,8,0,90160,"no merits: dismissed or affirmed for want of a substantial or properly presented federal question, or a nonsuit 
Note: use only if the syllabus or the summary holding specifies one of the following bases."
395 U.S. 210,1968,Warren,BROTHERHOOD OF RAILROAD TRAINMEN et al. v. O'CONNELL et al.,conservative,8,0,90130,mootness (cf. standing to sue: live dispute)
395 U.S. 213,1968,Warren,JENKINS v. DELAWARE,liberal,5,3,10040,retroactivity (of newly announced or newly enacted constitutional or statutory rights)
395 U.S. 225,1968,Warren,UNITED STATES v. MONTGOMERY COUNTY BOARD OF EDUCATION et al.,liberal,8,0,20050,"desegregation, schools"
395 U.S. 238,1968,Warren,BOYKIN v. ALABAMA,conservative,6,2,10030,plea bargaining: the constitutionality of and/or the circumstances of its exercise
395 U.S. 250,1968,Warren,HARRINGTON v. CALIFORNIA,conservative,5,3,10270,"confrontation (right to confront accuser, call and cross-examine witnesses)"
395 U.S. 258,1968,Warren,"O'CALLAHAN v. PARKER, WARDEN",conservative,5,3,20240,"military: active duty
Note: cf. conscientious objectors and comity: military"
395 U.S. 285,1968,Warren,"GASTON COUNTY, NORTH CAROLINA v. UNITED STATES",liberal,7,1,20020,"Voting Rights Act of 1965, plus amendments"
395 U.S. 298,1968,Warren,DANIEL et al. v. PAUL,liberal,7,1,20040,"desegregation (other than as pertains to school desegregation, employment discrimination, and affirmative action)"
395 U.S. 316,1968,Warren,UNITED STATES v. ESTATE OF GRACE et al.,liberal,6,1,120010,"federal taxation, typically under provisions of the Internal Revenue Code
Note: except as pertains to federal taxation of gifts or priority of federal fiscal claims"
395 U.S. 327,1968,Warren,RODRIQUEZ v. UNITED STATES,conservative,7,1,10020,habeas corpus
395 U.S. 337,1968,Warren,SNIADACH v. FAMILY FINANCE CORP. OF BAY VIEW et al.,liberal,7,1,20100,debtors' rights
395 U.S. 352,1968,Warren,RODRIGUE et al. v. AETNA CASUALTY & SURETY CO. et al.,liberal,8,0,80050,election of remedies: legal remedies available to injured persons or things
395 U.S. 367,1968,Warren,"RED LION BROADCASTING CO., INC., et al. v. FEDERAL COMMUNICATIONS COMMISSION et al.",liberal,7,0,30010,"First Amendment, miscellaneous (cf. comity: First Amendment)"
395 U.S. 402,1968,Warren,"WILLINGHAM, WARDEN, et al. v. MORGAN",liberal,8,0,90090,"comity primarily removal cases, civil procedure (cf. comity, criminal and First Amendment); deference to foreign judicial tribunals
Note: propriety of federal court deference to ongoing state judicial or state or federal quasi-judicial proceedings, the abstention doctrine, exhaustion of state provided remedies"
395 U.S. 411,1968,Warren,"JENKINS v. MCKEITHEN, GOVERNOR OF LOUISIANA, et al.",conservative,5,3,90210,standing to sue: adversary parties
395 U.S. 444,1968,Warren,BRANDENBURG v. OHIO,liberal,8,0,30010,"First Amendment, miscellaneous (cf. comity: First Amendment)"
395 U.S. 458,1968,Warren,WILLIAMS v. OKLAHOMA CITY et al.,liberal,8,0,20370,"indigents: transcript
Note: procedural protections for indigents because of their indigency. Typically in matters pertaining to criminal justice. cf. poverty law, constitutional and poverty law, statutory."
395 U.S. 464,1968,Warren,UTAH PUBLIC SERVICE COMMISSION v. EL PASO NATURAL GAS CO. et al.,conservative,4,2,90340,"judicial administration: Supreme Court jurisdiction or authority on appeal or writ of error, from federal district courts or courts of appeals (cf. 753)
Note: jurisdiction of the federal courts or of the Supreme Court"
395 U.S. 486,1968,Warren,"POWELL et al. v. MCCORMACK, SPEAKER OF THE HOUSE OF REPRESENTATIVES, et al.",liberal,7,1,90130,mootness (cf. standing to sue: live dispute)
395 U.S. 57,1968,Warren,UNITED STATES v. COVINGTON,liberal,8,0,10090,self-incrimination (other than as pertains to Miranda or immunity from prosecution)
395 U.S. 575,1968,Warren,"NATIONAL LABOR RELATIONS BOARD v. GISSEL PACKING CO., INC., et al.",liberal,8,0,70070,labor-management disputes: bargaining
395 U.S. 6,1968,Warren,LEARY v. UNITED STATES,liberal,8,0,10090,self-incrimination (other than as pertains to Miranda or immunity from prosecution)
395 U.S. 62,1968,Warren,IMMIGRATION AND NATURALIZATION SERVICE v. STANISIC,conservative,5,3,20110,deportation (cf. immigration and naturalization)
395 U.S. 621,1968,Warren,KRAMER v. UNION FREE SCHOOL DISTRICT NO. 15 et al.,conservative,5,3,20010,voting
395 U.S. 642,1968,Warren,PERKINS v. STANDARD OIL CO. OF CALIFORNIA,liberal,5,2,80010,antitrust (except in the context of mergers and union antitrust)
395 U.S. 653,1968,Warren,"LEAR, INC. v. ADKINS",conservative,5,3,80180,patents and copyrights: patent
395 U.S. 683,1968,Warren,NOYD v. BOND et al.,liberal,7,1,90130,mootness (cf. standing to sue: live dispute)
395 U.S. 701,1968,Warren,CIPRIANO v. CITY OF HOUMA et al.,liberal,8,0,20010,voting
395 U.S. 708,1968,Warren,BANKS v. CALIFORNIA,conservative,8,0,90380,"judicial administration: review of non-final order
Note: jurisdiction of the federal courts or of the Supreme Court"
